url,centroid_sim
http://sitnik61.livejournal.com/category/%D0%BB%D1%8B%D1%82%D0%B4%D1%8B%D0%B1%D1%80,0.83348036
http://aspasia14.livejournal.com/309257.html,0.82857895
http://chetvergvecher.livejournal.com/category/%D1%86%D0%B2%D0%B5%D1%82%D1%8B,0.82604575
http://az118.livejournal.com/1054767.html?view=comments,0.8258536
http://labas.livejournal.com/844777.html,0.8256389
http://analizator-sam.livejournal.com/category/%D0%B1%D0%B5%D0%BB%D0%B0%D1%80%D1%83%D1%81%D1%8C,0.8254562
http://dergachev-va.livejournal.com/214588.html,0.8223052
http://eugene771.livejournal.com/category/%D0%BA%D0%B8%D0%BD%D0%BE,0.8202101
http://selenadia.livejournal.com/category/%D0%BF%D1%83%D1%82%D0%B5%D1%88%D0%B5%D1%81%D1%82%D0%B2%D0%B8%D1%8F,0.81932515
http://ladstas.livejournal.com/4246.html,0.81897545
http://dibr.livejournal.com/485776.html,0.8187295
http://zinoviev-alex.livejournal.com/category/%D1%8D%D0%B7%D0%BE%D1%82%D0%B5%D1%80%D0%B8%D0%BA%D0%B0,0.8182242
http://essentialsaltes.livejournal.com/448122.html,0.8179437
http://artbuket.livejournal.com/2836853.html,0.81773335
http://mymaster.livejournal.com/category/%D0%BF%D1%80%D0%BE%D0%B8%D0%B7%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE,0.8162985
http://lussien.livejournal.com/239251.html,0.81616396
http://judeomasson.livejournal.com/47404.html,0.81606096
http://dipkor.livejournal.com/64090.html,0.81587803
http://az118.livejournal.com/1744350.html,0.81582713
http://kungurov.livejournal.com/278145.html,0.8140978
http://a-bugaev.livejournal.com/1005608.html,0.8140516
http://essentialsaltes.livejournal.com/609388.html,0.8138341
http://shakko.ru/566898.html,0.81229794
http://inesacipa.livejournal.com/899545.html,0.8121339
http://landrover110.livejournal.com/138987.html,0.8112659
http://putnik1.livejournal.com/2012/11/16,0.81092715
http://prokhozhyj.livejournal.com?category=%D0%BA%D0%BE%D1%81%D0%BC%D0%BE%D1%81&skip=10,0.8103674
http://akozmin-7.livejournal.com/447213.html,0.81023854
http://little-details.livejournal.com/2007/12/20,0.80958176
http://shakko.ru/1614985.html?utm_source=3userpost,0.8094379
http://landrover110.livejournal.com/119682.html,0.8082893
http://koreanst.livejournal.com/39016.html,0.808224
http://anirik-01.livejournal.com/1648123.html,0.80783486
http://oleg-kozyrev.livejournal.com/4339836.html,0.80694866
http://elisa-rolle.livejournal.com/1791692.html,0.8059043
http://ysabetwordsmith.livejournal.com/4845547.html,0.804092
http://kcooss.livejournal.com/529958.html,0.8022211
http://hippy-end.livejournal.com/258490.html,0.80219924
http://chern-molnija.livejournal.com/2776388.html,0.80154335
http://liana-lll.livejournal.com/593340.html,0.8012714
http://chern-molnija.livejournal.com/category/%D0%BE%D1%82%D0%B7%D1%8B%D0%B2%D1%8B,0.8003617
http://little-details.livejournal.com/2008/10/28,0.8001048
http://little-details.livejournal.com/2008/03/29,0.79850745
http://ajbolit444.livejournal.com/882708.html,0.79848486
http://javax-slr.livejournal.com/399704.html,0.7965831
http://funcrunch.livejournal.com/349077.html,0.79548585
http://alex-rozoff.livejournal.com/341063.html,0.79463375
http://little-details.livejournal.com/2013/11/01,0.79397786
http://navalny.livejournal.com/776000.html?thread=430132544,0.7930343
http://dolphin-ca.livejournal.com/298736.html?utm_source=3userpost,0.788844
http://igrotop.com/tags/levels/posts,0.7887473
http://bad-service.livejournal.com/2011/01,0.7878245
http://adagamov.info/2015/08/31,0.78240764
http://www.clou.cz/lazury-na-drevo/vodou-reditelne/l12-kastan-2500ml,0.77984464
http://ecp-writes.livejournal.com/37866.html,0.777841
http://forum.stripovi.com/post.asp?FORUM_ID=17&REPLY_ID=2375391&TOPIC_ID=51763&method=ReplyQuote,0.7751676
http://ges.rgo.ru/jour/search/search?abstract=&authors=&coverage=&dateFromDay=&dateFromMonth=&dateFromYear=2011&dateToDay=&dateToMonth=&dateToYear=2011&discipline=&galleyFullText=&journalTitle=&query=climate+global+impact+tool+comprehensive&subject=%22ecosystem%22&suppFiles=&title=&type=,0.7748567
http://kingpin248.livejournal.com/146542.html,0.76966953
http://punkwalrus.livejournal.com/629428.html,0.76948047
http://milforum.net/node/10862/page3?view=stream,0.7667123
http://forum.powerbasic.com/forum/user-to-user-discussions/source-code/40352-verification-word-generation,0.7648792
http://www.twcenter.net/forums/showthread.php?752099-The-Chat-Thread-(Read-OP)=&s=9fe7808803abd86f5eca6107b795f123,0.7641166
http://m188fc.club/id-ID/Slot-Games/CqsGames,0.7581364
http://bulochnikov.livejournal.com/2019/11/22,0.7551617
http://www.vespaonline.de/forum/4825-anhaenger-fuer-p80x,0.75007707
http://nano.papercept.net/conferences/scripts/login.pl?SignIn=ON,0.74925995
http://dinastias.forogratis.es/realeza-y-sexualidad-t2031-384.html,0.7485845
http://lifestyle.netboard.me/profile/6636/followers,0.74821436
http://forum.meendocash.com/index.php?Session=dvkheiqbvq63ub3ejsvdep8or3&topic=41.msg178,0.74610543
http://www.vespaonline.de/forum/226745-falschluft-ueber-motor-oder-doch-vergaser-ich-finde-den-fehler-nicht?postID=965343,0.74565196
http://www.mrunix.de/forums/showthread.php?77083-Formularfelder-einblenden-in-Abhngigkeit-von-Auswahlmenue=&p=362088,0.74288636
http://jezykotw.webd.pl/f/index.php?topic=15.msg10764,0.7403166
http://walkitout.livejournal.com/2013/01/03,0.73986983
http://www.objectivistliving.com/forums/blogs/entry/721-the-arab-tyrants-manual-podcast/page/2?tab=comments,0.73936933
http://www.codeproject.com/script/Forums/View.aspx?df=90&display=PrintAll&fid=1647&fr=1&mpp=25&prof=True&select=5728188&sort=Position&spc=Relaxed&view=Normal,0.7320688
http://www.emath.co.il/forums/%D7%97%D7%93%D7%95%D7%90/102956.htm?s=faf6700c043f1516660329118d8ad2f5,0.731842
http://alexzgr1970.livejournal.com/3793407.html,0.7301434
http://www.vespaonline.de/forum/73455-passt-eine-monositzbank-pk-50-xl2-auf-pk-50-xl1,0.72612154
http://forum.burek.com/p47722/okno,0.7249381
http://www.fmsite.net/files/file/905-fm20-estructura-argentina-regionalizada-8-niveles-3660-clubes,0.72378343
http://www.adventuregamestudio.co.uk/forums/index.php?topic=44093.msg598996,0.72300106
http://intuit.ru/questions/qanda?filter=tags&key=intuit_social&option_id=230&option_id=356&owner_id=0&qanda-list_page=0&question_id=166&service=1&service_path=1,0.722167
http://www.unialien.com/clubhouse-app,0.7216073
http://888slot.cc/id-ID/Fishing-Games,0.7206043
http://orupaper.com/thamarai-23,0.7202925
http://www.adventuregamestudio.co.uk/forums/index.php?topic=54952.msg636585628,0.7183553
http://www.adventuregamestudio.co.uk/forums/index.php?topic=48054.msg636473749,0.71708846
http://practicaldev-herokuapp-com.global.ssl.fastly.net/amckean12/user-authentication-for-a-rails-api-and-a-react-client-part-1-server-side-3fej,0.7167963
http://www.adventuregamestudio.co.uk/forums/index.php?topic=44093.msg598992,0.7135794
http://packagist.org/packages/mozgbrasil/magento-bradesco-php_56,0.7130252
http://overworldgames.com/id-ID/Live-Casino/LiveCasinoMgc,0.712764
